EAN Code,Style Code,Style Name,Colour code,Colour Description,Eye size,Bridge Size,is Polarized,Photochromic,Lens Code,Lens Description,Lens Base Desc,Informative Note of the Lens,Temple Length,Product Category Descr,RX able INT,Type of User Description,Main Material Descrip,Temple Material Desc#,Eye Shape descr, Weight,Hinge type descr,Brand Code,Brand Code Descr,Collection Code,Collection code Descr,Prod#Type Descr#,Item Start Date,MO/CO,Main Case,Currency Code, Wholesale Price ,Retail Price
0716736919881,107822,CLIO/G,1ZX,PINK HORN,53,17,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,METAL,CAT EYE / BUTTERFLY,"  0,0300 ",OTHER FLEX,KS,KATE SPADE,KSP,KATE SPADE,OPTICAL FRAMES,2023-08,MO,887046,EUR,"  67,00 ",180
0716736919898,107822,CLIO/G,38I,BLUE HORN,53,17,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,METAL,CAT EYE / BUTTERFLY,"  0,0300 ",OTHER FLEX,KS,KATE SPADE,KSP,KATE SPADE,OPTICAL FRAMES,2023-08,MO,887046,EUR,"  67,00 ",180
0716736919911,107822,CLIO/G,PJP,BLUE,53,17,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,METAL,CAT EYE / BUTTERFLY,"  0,0300 ",OTHER FLEX,KS,KATE SPADE,KSP,KATE SPADE,OPTICAL FRAMES,2023-08,MO,887046,EUR,"  67,00 ",180
0716736923338,107827,CLOVER/F,789,LILAC,51,18,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,TITANIUM,TITANIUM,ROUND / OVAL       ,"  0,0300 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,OPTICAL FRAMES,2023-08,MO,887046,EUR,"  82,00 ",220
0716736923345,107827,CLOVER/F,C9A,RED,51,18,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,TITANIUM,TITANIUM,ROUND / OVAL       ,"  0,0300 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,OPTICAL FRAMES,2023-08,MO,887046,EUR,"  82,00 ",220
0716736923352,107827,CLOVER/F,J5G,GOLD,51,18,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,TITANIUM,TITANIUM,ROUND / OVAL       ,"  0,0300 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,OPTICAL FRAMES,2023-08,MO,887046,EUR,"  82,00 ",220
0716736923895,206547,ELLERY/F/S,1ZX,PINK HORN,57,18,No,No,3X,PINK DOUBLESHADE,BASE 4 SPHERICAL,3,140,SOL,X,WOMAN,ACETATE,METAL,GEOMETRIC / OCTAGONAL,"  0,0500 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,SUNGLASSES FRAMES,2023-08,MO,887047,EUR,"  82,50 ",180
0716736923901,206547,ELLERY/F/S,2OH,HORN BEIGE,57,18,No,No,HA,BROWN SHADED,BASE 4 SPHERICAL,3,140,SOL,X,WOMAN,ACETATE,METAL,GEOMETRIC / OCTAGONAL,"  0,0500 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,SUNGLASSES FRAMES,2023-08,MO,887047,EUR,"  82,50 ",180
0716736923918,206547,ELLERY/F/S,3H2,BLACK PINK,57,18,No,No,FF,GREY FUCHSIA,BASE 4 SPHERICAL,2,140,SOL,X,WOMAN,ACETATE,METAL,GEOMETRIC / OCTAGONAL,"  0,0500 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,SUNGLASSES FRAMES,2023-08,MO,887047,EUR,"  82,50 ",180
0716736923925,206547,ELLERY/F/S,PJP,BLUE,57,18,No,No,9O,DARK GREY SHADED,BASE 4 SPHERICAL,3,140,SOL,X,WOMAN,ACETATE,METAL,GEOMETRIC / OCTAGONAL,"  0,0500 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,SUNGLASSES FRAMES,2023-08,MO,887047,EUR,"  82,50 ",180
0716736923956,206541,ELOWEN/G/S,807,BLACK,55,17,No,No,9O,DARK GREY SHADED,BASE 4 SPHERICAL,3,140,SOL,X,WOMAN,ACETATE,ACETATE,RECTANGULAR,"  0,0500 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,SUNGLASSES FRAMES,2023-08,MO,887047,EUR,"  77,50 ",170
0716736923949,206541,ELOWEN/G/S,1NR,HAVANA PATTERN BEIGE,55,17,No,No,HA,BROWN SHADED,BASE 4 SPHERICAL,2,140,SOL,X,WOMAN,ACETATE,ACETATE,RECTANGULAR,"  0,0500 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,SUNGLASSES FRAMES,2023-08,MO,887047,EUR,"  77,50 ",170
0716736923963,206541,ELOWEN/G/S,C9A,RED,55,17,Sí,No,JR,BURGUNDY SHADED POLARIZED,BASE 4 SPHERICAL,3,140,SOL,X,WOMAN,ACETATE,ACETATE,RECTANGULAR,"  0,0500 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,SUNGLASSES FRAMES,2023-08,MO,887047,EUR,"  91,00 ",200
0716736923970,206541,ELOWEN/G/S,EDC,BLACK BLUE HAVANA,55,17,No,No,9O,DARK GREY SHADED,BASE 4 SPHERICAL,3,140,SOL,X,WOMAN,ACETATE,ACETATE,RECTANGULAR,"  0,0500 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,SUNGLASSES FRAMES,2023-08,MO,887047,EUR,"  77,50 ",170
0716736923796,206538,FAY/G/S,086,HAVANA,54,19,No,No,HA,BROWN SHADED,BASE 4 SPHERICAL,3,140,SOL,X,WOMAN,ACETATE,ACETATE,CAT EYE / BUTTERFLY,"  0,0500 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,SUNGLASSES FRAMES,2023-08,MO,887047,EUR,"  75,50 ",165
0716736923802,206538,FAY/G/S,C9A,RED,54,19,No,No,9O,DARK GREY SHADED,BASE 4 SPHERICAL,3,140,SOL,X,WOMAN,ACETATE,ACETATE,CAT EYE / BUTTERFLY,"  0,0500 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,SUNGLASSES FRAMES,2023-08,MO,887047,EUR,"  75,50 ",165
0716736923819,206538,FAY/G/S,HT8,PINK HAVANA,54,19,No,No,HA,BROWN SHADED,BASE 4 SPHERICAL,3,140,SOL,X,WOMAN,ACETATE,ACETATE,CAT EYE / BUTTERFLY,"  0,0500 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,SUNGLASSES FRAMES,2023-08,MO,887047,EUR,"  75,50 ",165
0716736923826,206538,FAY/G/S,UIH,DARK GREY BLACK,54,19,No,No,9O,DARK GREY SHADED,BASE 4 SPHERICAL,3,140,SOL,X,WOMAN,ACETATE,ACETATE,CAT EYE / BUTTERFLY,"  0,0500 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,SUNGLASSES FRAMES,2023-08,MO,887047,EUR,"  75,50 ",165
0716736923833,206539,FAY/G/S/STRASS,807,BLACK,54,19,No,No,9O,DARK GREY SHADED,BASE 4 SPHERICAL,3,140,SOL,X,WOMAN,ACETATE,ACETATE,CAT EYE / BUTTERFLY,"  0,0500 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,SUNGLASSES FRAMES,2023-08,MO,887047,EUR,"  84,50 ",185
0716736923994,206542,IZARA/G/S,807,BLACK,57,17,No,No,9O,DARK GREY SHADED,BASE 4 SPHERICAL,3,140,SOL,X,WOMAN,STAINLESS STEEL,ACETATE,CAT EYE / BUTTERFLY,"  0,0500 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,SUNGLASSES FRAMES,2023-08,MO,887047,EUR,"  85,00 ",185
0716736923987,206542,IZARA/G/S,7RM,PATTERN BLACK,57,17,No,No,HA,BROWN SHADED,BASE 4 SPHERICAL,3,140,SOL,X,WOMAN,STAINLESS STEEL,ACETATE,CAT EYE / BUTTERFLY,"  0,0500 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,SUNGLASSES FRAMES,2023-08,MO,887047,EUR,"  85,00 ",185
0716736924007,206542,IZARA/G/S,C9A,RED,57,17,No,No,3X,PINK DOUBLESHADE,BASE 4 SPHERICAL,3,140,SOL,X,WOMAN,STAINLESS STEEL,ACETATE,CAT EYE / BUTTERFLY,"  0,0500 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,SUNGLASSES FRAMES,2023-08,MO,887047,EUR,"  85,00 ",185
0716736924014,206542,IZARA/G/S,PJP,BLUE,57,17,No,No,9O,DARK GREY SHADED,BASE 4 SPHERICAL,3,140,SOL,X,WOMAN,STAINLESS STEEL,ACETATE,CAT EYE / BUTTERFLY,"  0,0500 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,SUNGLASSES FRAMES,2023-08,MO,887047,EUR,"  85,00 ",185
0716736923666,206544,JEZEBEL/G/S,086,HAVANA,54,20,No,No,HA,BROWN SHADED,BASE 4 SPHERICAL,3,140,SOL,X,WOMAN,ACETATE,METAL,ROUND / OVAL       ,"  0,0500 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,SUNGLASSES FRAMES,2023-08,MO,887047,EUR,"  82,50 ",180
0716736923680,206544,JEZEBEL/G/S,807,BLACK,54,20,No,No,9O,DARK GREY SHADED,BASE 4 SPHERICAL,3,140,SOL,X,WOMAN,ACETATE,METAL,ROUND / OVAL       ,"  0,0500 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,SUNGLASSES FRAMES,2023-08,MO,887047,EUR,"  82,50 ",180
0716736923673,206544,JEZEBEL/G/S,38I,BLUE HORN,54,20,No,No,GB,GREY AZURE,BASE 4 SPHERICAL,2,140,SOL,X,WOMAN,ACETATE,METAL,ROUND / OVAL       ,"  0,0500 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,SUNGLASSES FRAMES,2023-08,MO,887047,EUR,"  82,50 ",180
0716736923697,206544,JEZEBEL/G/S,PJP,BLUE,54,20,No,No,9O,DARK GREY SHADED,BASE 4 SPHERICAL,3,140,SOL,X,WOMAN,ACETATE,METAL,ROUND / OVAL       ,"  0,0500 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,SUNGLASSES FRAMES,2023-08,MO,887047,EUR,"  82,50 ",180
0716736923291,107826,JUNIPER/F,086,HAVANA,50,18,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,STAINLESS STEEL,SQUARE,"  0,0300 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,OPTICAL FRAMES,2023-08,MO,887046,EUR,"  67,00 ",180
0716736923321,107826,JUNIPER/F,807,BLACK,50,18,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,STAINLESS STEEL,SQUARE,"  0,0300 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,OPTICAL FRAMES,2023-08,MO,887046,EUR,"  67,00 ",180
0716736923307,107826,JUNIPER/F,1ZX,PINK HORN,50,18,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,STAINLESS STEEL,SQUARE,"  0,0300 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,OPTICAL FRAMES,2023-08,MO,887046,EUR,"  67,00 ",180
0716736923314,107826,JUNIPER/F,38I,BLUE HORN,50,18,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,STAINLESS STEEL,SQUARE,"  0,0300 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,OPTICAL FRAMES,2023-08,MO,887046,EUR,"  67,00 ",180
0716736923253,107825,KATTALIN/F,086,HAVANA,54,14,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,ACETATE,RECTANGULAR,"  0,0300 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,OPTICAL FRAMES,2023-08,MO,887046,EUR,"  63,00 ",170
0716736923260,107825,KATTALIN/F,807,BLACK,54,14,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,ACETATE,RECTANGULAR,"  0,0300 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,OPTICAL FRAMES,2023-08,MO,887046,EUR,"  63,00 ",170
0716736923277,107825,KATTALIN/F,C9A,RED,54,14,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,ACETATE,RECTANGULAR,"  0,0300 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,OPTICAL FRAMES,2023-08,MO,887046,EUR,"  63,00 ",170
0716736923284,107825,KATTALIN/F,YQL,GREY BEIGE,54,14,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,ACETATE,RECTANGULAR,"  0,0300 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,OPTICAL FRAMES,2023-08,MO,887046,EUR,"  63,00 ",170
0716736919720,107817,LELIA,10A,BEIGE,52,17,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,ACETATE,CAT EYE / BUTTERFLY,"  0,0300 ",OTHER FLEX,KS,KATE SPADE,KSP,KATE SPADE,OPTICAL FRAMES,2023-08,MO,887046,EUR,"  57,50 ",155
0716736919737,107817,LELIA,5MZ,TEAL BLUE,52,17,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,ACETATE,CAT EYE / BUTTERFLY,"  0,0300 ",OTHER FLEX,KS,KATE SPADE,KSP,KATE SPADE,OPTICAL FRAMES,2023-08,MO,887046,EUR,"  57,50 ",155
0716736919744,107817,LELIA,8RU,BLUE RED,52,17,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,ACETATE,CAT EYE / BUTTERFLY,"  0,0300 ",OTHER FLEX,KS,KATE SPADE,KSP,KATE SPADE,OPTICAL FRAMES,2023-08,MO,887046,EUR,"  57,50 ",155
0716736919751,107817,LELIA,KB7,GREY,52,17,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,ACETATE,CAT EYE / BUTTERFLY,"  0,0300 ",OTHER FLEX,KS,KATE SPADE,KSP,KATE SPADE,OPTICAL FRAMES,2023-08,MO,887046,EUR,"  57,50 ",155
0716736919768,107818,MADRIGAL/G,10A,BEIGE,53,18,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,ACETATE,SQUARE,"  0,0300 ",OTHER FLEX,KS,KATE SPADE,KSP,KATE SPADE,OPTICAL FRAMES,2023-08,MO,887046,EUR,"  57,50 ",155
0716736919775,107818,MADRIGAL/G,2TJ,PINK YELLOW,53,18,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,ACETATE,SQUARE,"  0,0300 ",OTHER FLEX,KS,KATE SPADE,KSP,KATE SPADE,OPTICAL FRAMES,2023-08,MO,887046,EUR,"  57,50 ",155
0716736919782,107818,MADRIGAL/G,KB7,GREY,53,18,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,ACETATE,SQUARE,"  0,0300 ",OTHER FLEX,KS,KATE SPADE,KSP,KATE SPADE,OPTICAL FRAMES,2023-08,MO,887046,EUR,"  57,50 ",155
0716736919799,107818,MADRIGAL/G,ZI9,TEAL,53,18,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,ACETATE,SQUARE,"  0,0300 ",OTHER FLEX,KS,KATE SPADE,KSP,KATE SPADE,OPTICAL FRAMES,2023-08,MO,887046,EUR,"  57,50 ",155
0716736920009,107820,MARJORIE,09Q,BROWN,52,17,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,STAINLESS STEEL,ACETATE,RECTANGULAR,"  0,0300 ",OTHER FLEX,KS,KATE SPADE,KSP,KATE SPADE,OPTICAL FRAMES,2023-08,MO,887046,EUR,"  69,00 ",185
0716736920016,107820,MARJORIE,0PA,RED PATTERN,52,17,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,STAINLESS STEEL,ACETATE,RECTANGULAR,"  0,0300 ",OTHER FLEX,KS,KATE SPADE,KSP,KATE SPADE,OPTICAL FRAMES,2023-08,MO,887046,EUR,"  69,00 ",185
0716736920023,107820,MARJORIE,EFC,BLACK PATTERN BLUE,52,17,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,STAINLESS STEEL,ACETATE,RECTANGULAR,"  0,0300 ",OTHER FLEX,KS,KATE SPADE,KSP,KATE SPADE,OPTICAL FRAMES,2023-08,MO,887046,EUR,"  69,00 ",185
0716736920030,107820,MARJORIE,PJP,BLUE,52,17,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,STAINLESS STEEL,ACETATE,RECTANGULAR,"  0,0300 ",OTHER FLEX,KS,KATE SPADE,KSP,KATE SPADE,OPTICAL FRAMES,2023-08,MO,887046,EUR,"  69,00 ",185
0716736924021,206543,MARLOWE/G/S,2OH,HORN BEIGE,55,17,No,No,HA,BROWN SHADED,BASE 4 SPHERICAL,3,140,SOL,X,WOMAN,ACETATE,METAL,SQUARE,"  0,0500 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,SUNGLASSES FRAMES,2023-08,MO,887047,EUR,"  82,50 ",180
0716736924038,206543,MARLOWE/G/S,3H2,BLACK PINK,55,17,No,No,9O,DARK GREY SHADED,BASE 4 SPHERICAL,3,140,SOL,X,WOMAN,ACETATE,METAL,SQUARE,"  0,0500 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,SUNGLASSES FRAMES,2023-08,MO,887047,EUR,"  82,50 ",180
0716736924045,206543,MARLOWE/G/S,5MU,HAVANA MULTICOLOR,55,17,No,No,HA,BROWN SHADED,BASE 4 SPHERICAL,3,140,SOL,X,WOMAN,ACETATE,METAL,SQUARE,"  0,0500 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,SUNGLASSES FRAMES,2023-08,MO,887047,EUR,"  82,50 ",180
0716736924052,206543,MARLOWE/G/S,HR3,BEIGE HORN,55,17,No,No,PR,GREY BROWN DOUBLESHADE,BASE 4 SPHERICAL,2,140,SOL,X,WOMAN,ACETATE,METAL,SQUARE,"  0,0500 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,SUNGLASSES FRAMES,2023-08,MO,887047,EUR,"  82,50 ",180
0716736919928,107819,ROSALIND/G,C9A,RED,50,16,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,ACETATE,SQUARE,"  0,0300 ",OTHER FLEX,KS,KATE SPADE,KSP,KATE SPADE,OPTICAL FRAMES,2023-08,MO,887046,EUR,"  63,00 ",170
0716736919935,107819,ROSALIND/G,C9A,RED,52,16,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,ACETATE,SQUARE,"  0,0300 ",OTHER FLEX,KS,KATE SPADE,KSP,KATE SPADE,OPTICAL FRAMES,2023-08,MO,887046,EUR,"  63,00 ",170
0716736919942,107819,ROSALIND/G,EDC,BLACK BLUE HAVANA,50,16,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,ACETATE,SQUARE,"  0,0300 ",OTHER FLEX,KS,KATE SPADE,KSP,KATE SPADE,OPTICAL FRAMES,2023-08,MO,887046,EUR,"  63,00 ",170
0716736919959,107819,ROSALIND/G,EDC,BLACK BLUE HAVANA,52,16,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,ACETATE,SQUARE,"  0,0300 ",OTHER FLEX,KS,KATE SPADE,KSP,KATE SPADE,OPTICAL FRAMES,2023-08,MO,887046,EUR,"  63,00 ",170
0716736919966,107819,ROSALIND/G,KB7,GREY,50,16,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,ACETATE,SQUARE,"  0,0300 ",OTHER FLEX,KS,KATE SPADE,KSP,KATE SPADE,OPTICAL FRAMES,2023-08,MO,887046,EUR,"  63,00 ",170
0716736919973,107819,ROSALIND/G,KB7,GREY,52,16,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,ACETATE,SQUARE,"  0,0300 ",OTHER FLEX,KS,KATE SPADE,KSP,KATE SPADE,OPTICAL FRAMES,2023-08,MO,887046,EUR,"  63,00 ",170
0716736919980,107819,ROSALIND/G,ZI9,TEAL,50,16,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,ACETATE,SQUARE,"  0,0300 ",OTHER FLEX,KS,KATE SPADE,KSP,KATE SPADE,OPTICAL FRAMES,2023-08,MO,887046,EUR,"  63,00 ",170
0716736919997,107819,ROSALIND/G,ZI9,TEAL,52,16,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,ACETATE,SQUARE,"  0,0300 ",OTHER FLEX,KS,KATE SPADE,KSP,KATE SPADE,OPTICAL FRAMES,2023-08,MO,887046,EUR,"  63,00 ",170
0716736923215,107824,SKYLA/F,086,HAVANA,50,19,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,ACETATE,ROUND / OVAL       ,"  0,0300 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,OPTICAL FRAMES,2023-08,MO,887046,EUR,"  57,50 ",155
0716736923239,107824,SKYLA/F,807,BLACK,50,19,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,ACETATE,ROUND / OVAL       ,"  0,0300 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,OPTICAL FRAMES,2023-08,MO,887046,EUR,"  57,50 ",155
0716736923222,107824,SKYLA/F,10A,BEIGE,50,19,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,ACETATE,ROUND / OVAL       ,"  0,0300 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,OPTICAL FRAMES,2023-08,MO,887046,EUR,"  57,50 ",155
0716736923246,107824,SKYLA/F,KB7,GREY,50,19,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,ACETATE,ROUND / OVAL       ,"  0,0300 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,OPTICAL FRAMES,2023-08,MO,887046,EUR,"  57,50 ",155
0716736923178,107823,SUKI/F,086,HAVANA,53,16,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,ACETATE,RECTANGULAR,"  0,0300 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,OPTICAL FRAMES,2023-08,MO,887046,EUR,"  57,50 ",155
0716736923208,107823,SUKI/F,807,BLACK,53,16,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,ACETATE,RECTANGULAR,"  0,0300 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,OPTICAL FRAMES,2023-08,MO,887046,EUR,"  57,50 ",155
0716736923185,107823,SUKI/F,35J,PINK,53,16,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,ACETATE,RECTANGULAR,"  0,0300 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,OPTICAL FRAMES,2023-08,MO,887046,EUR,"  57,50 ",155
0716736923192,107823,SUKI/F,5MZ,TEAL BLUE,53,16,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,ACETATE,RECTANGULAR,"  0,0300 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,OPTICAL FRAMES,2023-08,MO,887046,EUR,"  57,50 ",155
0716736923758,206537,WINSLET/G/S,086,HAVANA,55,19,No,No,HA,BROWN SHADED,BASE 4 SPHERICAL,3,140,SOL,X,WOMAN,ACETATE,ACETATE,CAT EYE / BUTTERFLY,"  0,0500 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,SUNGLASSES FRAMES,2023-08,MO,887047,EUR,"  70,50 ",155
0716736923765,206537,WINSLET/G/S,807,BLACK,55,19,No,No,9O,DARK GREY SHADED,BASE 4 SPHERICAL,3,140,SOL,X,WOMAN,ACETATE,ACETATE,CAT EYE / BUTTERFLY,"  0,0500 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,SUNGLASSES FRAMES,2023-08,MO,887047,EUR,"  70,50 ",155
0716736923772,206537,WINSLET/G/S,92Y,RED PINK,55,19,No,No,3X,PINK DOUBLESHADE,BASE 4 SPHERICAL,3,140,SOL,X,WOMAN,ACETATE,ACETATE,CAT EYE / BUTTERFLY,"  0,0500 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,SUNGLASSES FRAMES,2023-08,MO,887047,EUR,"  70,50 ",155
0716736923789,206537,WINSLET/G/S,PJP,BLUE,55,19,No,No,GB,GREY AZURE,BASE 4 SPHERICAL,2,140,SOL,X,WOMAN,ACETATE,ACETATE,CAT EYE / BUTTERFLY,"  0,0500 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,SUNGLASSES FRAMES,2023-08,MO,887047,EUR,"  70,50 ",155
0716736923703,206535,ZYA/G/S,086,HAVANA,55,22,No,No,HA,BROWN SHADED,BASE 4 SPHERICAL,3,140,SOL,X,WOMAN,ACETATE,ACETATE,ROUND / OVAL       ,"  0,0500 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,SUNGLASSES FRAMES,2023-08,MO,887047,EUR,"  70,50 ",155
0716736923710,206535,ZYA/G/S,807,BLACK,55,22,No,No,9O,DARK GREY SHADED,BASE 4 SPHERICAL,3,140,SOL,X,WOMAN,ACETATE,ACETATE,ROUND / OVAL       ,"  0,0500 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,SUNGLASSES FRAMES,2023-08,MO,887047,EUR,"  70,50 ",155
0716736923727,206535,ZYA/G/S,C9A,RED,55,22,No,No,3X,PINK DOUBLESHADE,BASE 4 SPHERICAL,3,140,SOL,X,WOMAN,ACETATE,ACETATE,ROUND / OVAL       ,"  0,0500 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,SUNGLASSES FRAMES,2023-08,MO,887047,EUR,"  70,50 ",155
0716736923734,206535,ZYA/G/S,F74,MULTICOLOR,55,22,No,No,9O,DARK GREY SHADED,BASE 4 SPHERICAL,3,140,SOL,X,WOMAN,ACETATE,ACETATE,ROUND / OVAL       ,"  0,0500 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,SUNGLASSES FRAMES,2023-08,MO,887047,EUR,"  70,50 ",155
0716736923741,206536,ZYA/G/S/STRASS,SZE,BLACK MULTICOLOR,55,22,No,No,HA,BROWN SHADED,BASE 4 SPHERICAL,3,140,SOL,X,WOMAN,ACETATE,ACETATE,ROUND / OVAL       ,"  0,0500 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,SUNGLASSES FRAMES,2023-08,MO,887047,EUR,"  82,50 ",180
0716736843483,205133,AMBERLEE/S,1NR,HAVANA PATTERN BEIGE,55,20,No,No,HA,BROWN SHADED,BASE 4 SPHERICAL,3,140,SOL,X,WOMAN,ACETATE,ACETATE,CAT EYE / BUTTERFLY,"  0,0500 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,SUNGLASSES FRAMES,2023-04,CO,803841,EUR,"  84,50 ",185
0716736843490,205133,AMBERLEE/S,5MU,HAVANA MULTICOLOR,55,20,No,No,HA,BROWN SHADED,BASE 4 SPHERICAL,3,140,SOL,X,WOMAN,ACETATE,ACETATE,CAT EYE / BUTTERFLY,"  0,0500 ",NO FLEX,KS,KATE SPADE,KSP,KATE SPADE,SUNGLASSES FRAMES,2023-04,CO,803841,EUR,"  84,50 ",185
