EAN Code,Style Code,Style Name,Colour code,Colour Description,Eye size,Bridge Size,is Polarized,Photochromic,Lens Code,Lens Description,Lens Base Desc,Informative Note of the Lens,Temple Length,Product Category Descr,RX able INT,Type of User Description,Main Material Descrip,Temple Material Desc#,Eye Shape descr, Weight,Hinge type descr,Brand Code,Brand Code Descr,Collection Code,Collection code Descr,Prod#Type Descr#,Item Start Date,MO/CO,Main Case,Currency Code, Wholesale Price ,Retail Price
0716736961224,107908,7A 597,086,HAVANA,50,19,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,WOMAN,ACETATE,ACETATE,PANTOS,"  0,0300 ",NO FLEX,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  39,00 ",105
0716736961248,107908,7A 597,807,BLACK,50,19,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,WOMAN,ACETATE,ACETATE,PANTOS,"  0,0300 ",NO FLEX,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  39,00 ",105
0716736961231,107908,7A 597,35J,PINK,50,19,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,WOMAN,ACETATE,ACETATE,PANTOS,"  0,0300 ",NO FLEX,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  39,00 ",105
0716736961255,107908,7A 597,8CQ,CHERRY,50,19,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,WOMAN,ACETATE,ACETATE,PANTOS,"  0,0300 ",NO FLEX,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  39,00 ",105
0716736961262,107908,7A 597,PJP,BLUE,50,19,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,WOMAN,ACETATE,ACETATE,PANTOS,"  0,0300 ",NO FLEX,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  39,00 ",105
0716736960906,107907,7A 598,086,HAVANA,51,18,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,ACETATE,CAT EYE / BUTTERFLY,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  39,00 ",105
0716736960913,107907,7A 598,807,BLACK,51,18,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,ACETATE,CAT EYE / BUTTERFLY,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  39,00 ",105
0716736960920,107907,7A 598,B3V,VIOLET,51,18,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,ACETATE,CAT EYE / BUTTERFLY,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  39,00 ",105
0716736960937,107907,7A 598,LHF,BURGUNDY,51,18,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,ACETATE,CAT EYE / BUTTERFLY,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  39,00 ",105
0716736962269,106798,S 333,40G,YELLOW,44,19,No,No,,,BASE 4 SPHERICAL,,130,VISTA,X,JUNIOR (7-10),CELLULOSE PROP. INJ,CELLULOSE PROP. INJ,ROUND / OVAL       ,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,CO,803983,EUR,"  31,50 ",85
0716736962276,106798,S 333,KB7,GREY,44,19,No,No,,,BASE 4 SPHERICAL,,130,VISTA,X,JUNIOR (7-10),CELLULOSE PROP. INJ,CELLULOSE PROP. INJ,ROUND / OVAL       ,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,CO,803983,EUR,"  31,50 ",85
0716736962283,106798,S 333,ZI9,TEAL,44,19,No,No,,,BASE 4 SPHERICAL,,130,VISTA,X,JUNIOR (7-10),CELLULOSE PROP. INJ,CELLULOSE PROP. INJ,ROUND / OVAL       ,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,CO,803983,EUR,"  31,50 ",85
0716736962290,106799,S 334,10A,BEIGE,46,17,No,No,,,BASE 4 SPHERICAL,,130,VISTA,X,JUNIOR (7-10),CELLULOSE PROP. INJ,CELLULOSE PROP. INJ,PANTOS,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,CO,803983,EUR,"  31,50 ",85
0716736962306,106799,S 334,40G,YELLOW,46,17,No,No,,,BASE 4 SPHERICAL,,130,VISTA,X,JUNIOR (7-10),CELLULOSE PROP. INJ,CELLULOSE PROP. INJ,PANTOS,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,CO,803983,EUR,"  31,50 ",85
0716736962313,106799,S 334,KB7,GREY,46,17,No,No,,,BASE 4 SPHERICAL,,130,VISTA,X,JUNIOR (7-10),CELLULOSE PROP. INJ,CELLULOSE PROP. INJ,PANTOS,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,CO,803983,EUR,"  31,50 ",85
0716736962320,106800,S 337,8CQ,CHERRY,46,16,No,No,,,BASE 4 SPHERICAL,,130,VISTA,X,JUNIOR (7-10),CELLULOSE PROP. INJ,CELLULOSE PROP. INJ,CAT EYE / BUTTERFLY,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,CO,803983,EUR,"  31,50 ",85
0716736962337,106800,S 337,MVU,AZURE,46,16,No,No,,,BASE 4 SPHERICAL,,130,VISTA,X,JUNIOR (7-10),CELLULOSE PROP. INJ,CELLULOSE PROP. INJ,CAT EYE / BUTTERFLY,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,CO,803983,EUR,"  31,50 ",85
0716736961033,107912,S 344,003,MATTE BLACK,49,18,No,No,,,BASE 4 SPHERICAL,,130,VISTA,X,BOYTEEN (11-15),STAINLESS STEEL,METAL,PANTOS,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  37,00 ",99
0716736961040,107912,S 344,010,PALLADIUM,49,18,No,No,,,BASE 4 SPHERICAL,,130,VISTA,X,BOYTEEN (11-15),STAINLESS STEEL,METAL,PANTOS,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  37,00 ",99
0716736961057,107912,S 344,FLL,MATTE BLUE,49,18,No,No,,,BASE 4 SPHERICAL,,130,VISTA,X,BOYTEEN (11-15),STAINLESS STEEL,METAL,PANTOS,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  37,00 ",99
0716736961064,107912,S 344,KJ1,DARK RUTHENIUM,49,18,No,No,,,BASE 4 SPHERICAL,,130,VISTA,X,BOYTEEN (11-15),STAINLESS STEEL,METAL,PANTOS,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  37,00 ",99
0716736960999,107911,S 345,DOH,PALLADIUM BLUE,50,18,No,No,,,BASE 4 SPHERICAL,,130,VISTA,X,GIRLTEEN (11-15),STAINLESS STEEL,METAL,GEOMETRIC / OCTAGONAL,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  37,00 ",99
0716736961002,107911,S 345,EYR,GOLD PINK,50,18,No,No,,,BASE 4 SPHERICAL,,130,VISTA,X,GIRLTEEN (11-15),STAINLESS STEEL,METAL,GEOMETRIC / OCTAGONAL,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  37,00 ",99
0716736961019,107911,S 345,RHL,GOLD BLACK_,50,18,No,No,,,BASE 4 SPHERICAL,,130,VISTA,X,GIRLTEEN (11-15),STAINLESS STEEL,METAL,GEOMETRIC / OCTAGONAL,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  37,00 ",99
0716736961026,107911,S 345,S9E,GOLD VIOLET,50,18,No,No,,,BASE 4 SPHERICAL,,130,VISTA,X,GIRLTEEN (11-15),STAINLESS STEEL,METAL,GEOMETRIC / OCTAGONAL,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  37,00 ",99
0716736961088,107913,S 346,807,BLACK,50,17,No,No,,,BASE 4 SPHERICAL,,135,VISTA,X,UNISEX TEENAGER (11-15),CELLULOSE PROP. INJ,CELLULOSE PROP. INJ,SQUARE,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  37,00 ",99
0716736961071,107913,S 346,10A,BEIGE,50,17,No,No,,,BASE 4 SPHERICAL,,135,VISTA,X,UNISEX TEENAGER (11-15),CELLULOSE PROP. INJ,CELLULOSE PROP. INJ,SQUARE,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  37,00 ",99
0716736961095,107913,S 346,KB7,GREY,50,17,No,No,,,BASE 4 SPHERICAL,,135,VISTA,X,UNISEX TEENAGER (11-15),CELLULOSE PROP. INJ,CELLULOSE PROP. INJ,SQUARE,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  37,00 ",99
0716736961101,107913,S 346,MVU,AZURE,50,17,No,No,,,BASE 4 SPHERICAL,,135,VISTA,X,UNISEX TEENAGER (11-15),CELLULOSE PROP. INJ,CELLULOSE PROP. INJ,SQUARE,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  37,00 ",99
0716736961118,107914,S 347,807,BLACK,48,17,No,No,,,BASE 4 SPHERICAL,,135,VISTA,X,GIRLTEEN (11-15),CELLULOSE PROP. INJ,CELLULOSE PROP. INJ,CAT EYE / BUTTERFLY,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  37,00 ",99
0716736961125,107914,S 347,B3V,VIOLET,48,17,No,No,,,BASE 4 SPHERICAL,,135,VISTA,X,GIRLTEEN (11-15),CELLULOSE PROP. INJ,CELLULOSE PROP. INJ,CAT EYE / BUTTERFLY,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  37,00 ",99
0716736961132,107914,S 347,FWM,NUDE,48,17,No,No,,,BASE 4 SPHERICAL,,135,VISTA,X,GIRLTEEN (11-15),CELLULOSE PROP. INJ,CELLULOSE PROP. INJ,CAT EYE / BUTTERFLY,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  37,00 ",99
0716736961149,107914,S 347,KB7,GREY,48,17,No,No,,,BASE 4 SPHERICAL,,135,VISTA,X,GIRLTEEN (11-15),CELLULOSE PROP. INJ,CELLULOSE PROP. INJ,CAT EYE / BUTTERFLY,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  37,00 ",99
0716736786414,205832,7A 109/CS,807,BLACK,50,20,Sí,No,LA,BROWN SHADED POLARIZED,BASE 4 SPHERICAL,3,145,SOL,X,MAN,CELLULOSE PROP. INJ,CELLULOSE PROP. INJ,PANTOS,"  0,0500 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPT + CLIP-ON,2023-08,MO,887121,EUR,"  59,50 ",130
0716736786407,205832,7A 109/CS,0VK,MATTE BLACK BLUE,50,20,Sí,No,C3,BLUE POLARIZED,BASE 4 SPHERICAL,3,145,SOL,X,MAN,CELLULOSE PROP. INJ,CELLULOSE PROP. INJ,PANTOS,"  0,0500 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPT + CLIP-ON,2023-08,MO,887121,EUR,"  59,50 ",130
0716736786421,205832,7A 109/CS,FLL,MATTE BLUE,50,20,Sí,No,M9,GREY POLARIZED,BASE 4 SPHERICAL,3,145,SOL,X,MAN,CELLULOSE PROP. INJ,CELLULOSE PROP. INJ,PANTOS,"  0,0500 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPT + CLIP-ON,2023-08,MO,887121,EUR,"  59,50 ",130
0716736786438,205832,7A 109/CS,N9P,MATTE HAVANA,50,20,Sí,No,UC,GREEN POLARIZED,BASE 4 SPHERICAL,3,145,SOL,X,MAN,CELLULOSE PROP. INJ,CELLULOSE PROP. INJ,PANTOS,"  0,0500 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPT + CLIP-ON,2023-08,MO,887121,EUR,"  59,50 ",130
0716736786445,205833,7A 110/CS,807,BLACK,50,22,Sí,No,SP,BRONZE POLARIZED,BASE 4 SPHERICAL,3,145,SOL,X,MAN,CELLULOSE PROP. INJ,CELLULOSE PROP. INJ,RECTANGULAR,"  0,0500 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPT + CLIP-ON,2023-08,MO,887121,EUR,"  59,50 ",130
0716736786452,205833,7A 110/CS,FLL,MATTE BLUE,50,22,Sí,No,M9,GREY POLARIZED,BASE 4 SPHERICAL,3,145,SOL,X,MAN,CELLULOSE PROP. INJ,CELLULOSE PROP. INJ,RECTANGULAR,"  0,0500 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPT + CLIP-ON,2023-08,MO,887121,EUR,"  59,50 ",130
0716736786469,205833,7A 110/CS,N9P,MATTE HAVANA,50,22,Sí,No,UC,GREEN POLARIZED,BASE 4 SPHERICAL,3,145,SOL,X,MAN,CELLULOSE PROP. INJ,CELLULOSE PROP. INJ,RECTANGULAR,"  0,0500 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPT + CLIP-ON,2023-08,MO,887121,EUR,"  59,50 ",130
0716736786476,205833,7A 110/CS,O6W,MATTE BLACK GREY,50,22,Sí,No,M9,GREY POLARIZED,BASE 4 SPHERICAL,3,145,SOL,X,MAN,CELLULOSE PROP. INJ,CELLULOSE PROP. INJ,RECTANGULAR,"  0,0500 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPT + CLIP-ON,2023-08,MO,887121,EUR,"  59,50 ",130
0716736786209,107028,7A 111,010,PALLADIUM,51,19,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,STAINLESS STEEL,METAL,GEOMETRIC / OCTAGONAL,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2023-08,MO,803983,EUR,"  43,00 ",115
0716736786216,107028,7A 111,6LB,RUTHENIUM,51,19,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,STAINLESS STEEL,METAL,GEOMETRIC / OCTAGONAL,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2023-08,MO,803983,EUR,"  43,00 ",115
0716736786223,107028,7A 111,J5G,GOLD,51,19,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,STAINLESS STEEL,METAL,GEOMETRIC / OCTAGONAL,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2023-08,MO,803983,EUR,"  43,00 ",115
0716736786230,107028,7A 111,KJ1,DARK RUTHENIUM,51,19,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,STAINLESS STEEL,METAL,GEOMETRIC / OCTAGONAL,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2023-08,MO,803983,EUR,"  43,00 ",115
0716736786155,107027,7A 112,086,HAVANA,51,20,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,ACETATE,ACETATE,SQUARE,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2023-08,MO,803983,EUR,"  39,00 ",105
0716736786179,107027,7A 112,807,BLACK,51,20,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,ACETATE,ACETATE,SQUARE,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2023-08,MO,803983,EUR,"  39,00 ",105
0716736786162,107027,7A 112,79U,MUD,51,20,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,ACETATE,ACETATE,SQUARE,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2023-08,MO,803983,EUR,"  39,00 ",105
0716736786186,107027,7A 112,KB7,GREY,51,20,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,ACETATE,ACETATE,SQUARE,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2023-08,MO,803983,EUR,"  39,00 ",105
0716736786193,107027,7A 112,PJP,BLUE,51,20,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,ACETATE,ACETATE,SQUARE,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2023-08,MO,803983,EUR,"  39,00 ",105
0716736786247,107029,7A 113,086,HAVANA,52,20,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,ACETATE,ACETATE,SQUARE,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2023-08,MO,803983,EUR,"  39,00 ",105
0716736786261,107029,7A 113,807,BLACK,52,20,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,ACETATE,ACETATE,SQUARE,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2023-08,MO,803983,EUR,"  39,00 ",105
0716736786254,107029,7A 113,1QA,OLIVE HAVANA,52,20,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,ACETATE,ACETATE,SQUARE,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2023-08,MO,803983,EUR,"  39,00 ",105
0716736786278,107029,7A 113,KB7,GREY,52,20,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,ACETATE,ACETATE,SQUARE,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2023-08,MO,803983,EUR,"  39,00 ",105
0716736786483,205834,7A 587/CS,086,HAVANA,52,18,Sí,No,SP,BRONZE POLARIZED,BASE 4 SPHERICAL,3,145,SOL,X,WOMAN,CELLULOSE PROP. INJ,CELLULOSE PROP. INJ,RECTANGULAR,"  0,0500 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPT + CLIP-ON,2023-08,MO,887121,EUR,"  59,50 ",130
0716736786506,205834,7A 587/CS,807,BLACK,52,18,Sí,No,WJ,GREY SHADED POLARIZED,BASE 4 SPHERICAL,3,145,SOL,X,WOMAN,CELLULOSE PROP. INJ,CELLULOSE PROP. INJ,RECTANGULAR,"  0,0500 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPT + CLIP-ON,2023-08,MO,887121,EUR,"  59,50 ",130
0716736786490,205834,7A 587/CS,10A,BEIGE,52,18,Sí,No,SP,BRONZE POLARIZED,BASE 4 SPHERICAL,3,145,SOL,X,WOMAN,CELLULOSE PROP. INJ,CELLULOSE PROP. INJ,RECTANGULAR,"  0,0500 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPT + CLIP-ON,2023-08,MO,887121,EUR,"  59,50 ",130
0716736786513,205834,7A 587/CS,B3V,VIOLET,52,18,Sí,No,KL,VIOLET POLARIZED,BASE 4 SPHERICAL,3,145,SOL,X,WOMAN,CELLULOSE PROP. INJ,CELLULOSE PROP. INJ,RECTANGULAR,"  0,0500 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPT + CLIP-ON,2023-08,MO,887121,EUR,"  59,50 ",130
0716736786322,107031,7A 588,010,PALLADIUM,53,17,No,No,,,BASE 4 SPHERICAL,,135,VISTA,X,WOMAN,STAINLESS STEEL,METAL,SQUARE,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2023-08,MO,803983,EUR,"  43,00 ",115
0716736786339,107031,7A 588,J5G,GOLD,53,17,No,No,,,BASE 4 SPHERICAL,,135,VISTA,X,WOMAN,STAINLESS STEEL,METAL,SQUARE,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2023-08,MO,803983,EUR,"  43,00 ",115
0716736786346,107031,7A 588,PY3,COPPER GOLD NUDE,53,17,No,No,,,BASE 4 SPHERICAL,,135,VISTA,X,WOMAN,STAINLESS STEEL,METAL,SQUARE,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2023-08,MO,803983,EUR,"  43,00 ",115
0716736786285,107030,7A 589,086,HAVANA,51,20,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,ACETATE,SQUARE,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2023-08,MO,803983,EUR,"  39,00 ",105
0716736786308,107030,7A 589,807,BLACK,51,20,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,ACETATE,SQUARE,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2023-08,MO,803983,EUR,"  39,00 ",105
0716736786292,107030,7A 589,35J,PINK,51,20,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,ACETATE,SQUARE,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2023-08,MO,803983,EUR,"  39,00 ",105
0716736786315,107030,7A 589,B3V,VIOLET,51,20,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,ACETATE,SQUARE,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2023-08,MO,803983,EUR,"  39,00 ",105
0716736786353,107032,7A 590,086,HAVANA,54,18,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,ACETATE,CAT EYE / BUTTERFLY,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2023-08,MO,803983,EUR,"  46,50 ",125
0716736786377,107032,7A 590,807,BLACK,54,18,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,ACETATE,CAT EYE / BUTTERFLY,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2023-08,MO,803983,EUR,"  46,50 ",125
0716736786360,107032,7A 590,7W5,BURGUNDY SHADED,54,18,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,ACETATE,CAT EYE / BUTTERFLY,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2023-08,MO,803983,EUR,"  46,50 ",125
0716736786384,107032,7A 590,WTA,BLUE SHADED,54,18,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,ACETATE,CAT EYE / BUTTERFLY,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2023-08,MO,803983,EUR,"  46,50 ",125
0716736788104,107033,S 338,6LB,RUTHENIUM,49,19,No,No,,,BASE 4 SPHERICAL,,130,VISTA,X,BOYTEEN (11-15),STAINLESS STEEL,METAL,PANTOS,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2023-08,MO,803983,EUR,"  41,00 ",110
0716736788111,107033,S 338,FLL,MATTE BLUE,49,19,No,No,,,BASE 4 SPHERICAL,,130,VISTA,X,BOYTEEN (11-15),STAINLESS STEEL,METAL,PANTOS,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2023-08,MO,803983,EUR,"  41,00 ",110
0716736788128,107033,S 338,R80,MATTE DARK RUTHENIUM,49,19,No,No,,,BASE 4 SPHERICAL,,130,VISTA,X,BOYTEEN (11-15),STAINLESS STEEL,METAL,PANTOS,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2023-08,MO,803983,EUR,"  41,00 ",110
0716736788241,107034,S 339,268,GREY RED,49,18,No,No,,,BASE 4 SPHERICAL,,135,VISTA,X,BOYTEEN (11-15),CELLULOSE PROP. INJ,CELLULOSE PROP. INJ,RECTANGULAR,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2023-08,MO,803983,EUR,"  37,00 ",99
0716736788258,107034,S 339,3OL,MATTE BLACK GREEN,49,18,No,No,,,BASE 4 SPHERICAL,,135,VISTA,X,BOYTEEN (11-15),CELLULOSE PROP. INJ,CELLULOSE PROP. INJ,RECTANGULAR,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2023-08,MO,803983,EUR,"  37,00 ",99
